"type","number","percent","time"
"AC.KE","801","1.35","1468047606.35431"
"GO.KE","371","0.63","1468047606.35431"
"SC.KE","621","1.05","1468047606.35431"
"CO.KE","55036","92.76","1468047606.35431"
"INFO.KE","131","0.22","1468047606.35431"
"ME.KE","340","0.57","1468047606.35431"
"MOBI.KE","45","0.08","1468047606.35431"
"NE.KE","186","0.31","1468047606.35431"
"OR.KE","1798","3.03","1468047606.35431"
"AC.KE","801","1.35","1468054807.29591"
"GO.KE","371","0.63","1468054807.29591"
"SC.KE","621","1.05","1468054807.29591"
"CO.KE","55040","92.76","1468054807.29591"
"INFO.KE","131","0.22","1468054807.29591"
"ME.KE","340","0.57","1468054807.29591"
"MOBI.KE","45","0.08","1468054807.29591"
"NE.KE","186","0.31","1468054807.29591"
"OR.KE","1799","3.03","1468054807.29591"
"AC.KE","801","1.35","1468062006.01891"
"GO.KE","371","0.63","1468062006.01891"
"SC.KE","621","1.05","1468062006.01891"
"CO.KE","55047","92.76","1468062006.01891"
"INFO.KE","131","0.22","1468062006.01891"
"ME.KE","340","0.57","1468062006.01891"
"MOBI.KE","45","0.08","1468062006.01891"
"NE.KE","186","0.31","1468062006.01891"
"OR.KE","1799","3.03","1468062006.01891"
"AC.KE","801","1.35","1468069206.88914"
"GO.KE","371","0.63","1468069206.88914"
"SC.KE","621","1.05","1468069206.88914"
"CO.KE","55053","92.76","1468069206.88914"
"INFO.KE","131","0.22","1468069206.88914"
"ME.KE","340","0.57","1468069206.88914"
"MOBI.KE","45","0.08","1468069206.88914"
"NE.KE","186","0.31","1468069206.88914"
"OR.KE","1800","3.03","1468069206.88914"
"AC.KE","801","1.35","1468076406.92121"
"GO.KE","371","0.63","1468076406.92121"
"SC.KE","621","1.05","1468076406.92121"
"CO.KE","55057","92.76","1468076406.92121"
"INFO.KE","131","0.22","1468076406.92121"
"ME.KE","340","0.57","1468076406.92121"
"MOBI.KE","45","0.08","1468076406.92121"
"NE.KE","186","0.31","1468076406.92121"
"OR.KE","1800","3.03","1468076406.92121"
"AC.KE","801","1.35","1468083606.53303"
"GO.KE","371","0.63","1468083606.53303"
"SC.KE","621","1.05","1468083606.53303"
"CO.KE","55062","92.76","1468083606.53303"
"INFO.KE","131","0.22","1468083606.53303"
"ME.KE","340","0.57","1468083606.53303"
"MOBI.KE","45","0.08","1468083606.53303"
"NE.KE","186","0.31","1468083606.53303"
"OR.KE","1800","3.03","1468083606.53303"
"AC.KE","801","1.35","1468090806.916"
"GO.KE","371","0.63","1468090806.916"
"SC.KE","621","1.05","1468090806.916"
"CO.KE","55063","92.76","1468090806.916"
"INFO.KE","131","0.22","1468090806.916"
"ME.KE","340","0.57","1468090806.916"
"MOBI.KE","45","0.08","1468090806.916"
"NE.KE","186","0.31","1468090806.916"
"OR.KE","1800","3.03","1468090806.916"
"AC.KE","801","1.35","1468098006.81375"
"GO.KE","371","0.62","1468098006.81375"
"SC.KE","621","1.05","1468098006.81375"
"CO.KE","55067","92.76","1468098006.81375"
"INFO.KE","131","0.22","1468098006.81375"
"ME.KE","340","0.57","1468098006.81375"
"MOBI.KE","45","0.08","1468098006.81375"
"NE.KE","186","0.31","1468098006.81375"
"OR.KE","1800","3.03","1468098006.81375"
"AC.KE","801","1.35","1468105206.76394"
"GO.KE","371","0.62","1468105206.76394"
"SC.KE","621","1.05","1468105206.76394"
"CO.KE","55067","92.76","1468105206.76394"
"INFO.KE","131","0.22","1468105206.76394"
"ME.KE","340","0.57","1468105206.76394"
"MOBI.KE","45","0.08","1468105206.76394"
"NE.KE","186","0.31","1468105206.76394"
"OR.KE","1801","3.03","1468105206.76394"
"AC.KE","801","1.35","1468112406.01459"
"GO.KE","371","0.62","1468112406.01459"
"SC.KE","621","1.05","1468112406.01459"
"CO.KE","55067","92.76","1468112406.01459"
"INFO.KE","131","0.22","1468112406.01459"
"ME.KE","340","0.57","1468112406.01459"
"MOBI.KE","45","0.08","1468112406.01459"
"NE.KE","186","0.31","1468112406.01459"
"OR.KE","1801","3.03","1468112406.01459"
"AC.KE","801","1.35","1468119606.32502"
"GO.KE","369","0.62","1468119606.32502"
"SC.KE","621","1.05","1468119606.32502"
"CO.KE","55030","92.76","1468119606.32502"
"INFO.KE","131","0.22","1468119606.32502"
"ME.KE","339","0.57","1468119606.32502"
"MOBI.KE","45","0.08","1468119606.32502"
"NE.KE","186","0.31","1468119606.32502"
"OR.KE","1800","3.03","1468119606.32502"
"AC.KE","801","1.35","1468126806.70406"
"GO.KE","369","0.62","1468126806.70406"
"SC.KE","621","1.05","1468126806.70406"
"CO.KE","55030","92.76","1468126806.70406"
"INFO.KE","131","0.22","1468126806.70406"
"ME.KE","339","0.57","1468126806.70406"
"MOBI.KE","45","0.08","1468126806.70406"
"NE.KE","186","0.31","1468126806.70406"
"OR.KE","1800","3.03","1468126806.70406"
"AC.KE","801","1.35","1468134006.73962"
"GO.KE","369","0.62","1468134006.73962"
"SC.KE","621","1.05","1468134006.73962"
"CO.KE","55032","92.77","1468134006.73962"
"INFO.KE","131","0.22","1468134006.73962"
"ME.KE","339","0.57","1468134006.73962"
"MOBI.KE","45","0.08","1468134006.73962"
"NE.KE","186","0.31","1468134006.73962"
"OR.KE","1800","3.03","1468134006.73962"
"AC.KE","801","1.35","1468141206.76911"
"GO.KE","369","0.62","1468141206.76911"
"SC.KE","621","1.05","1468141206.76911"
"CO.KE","55032","92.77","1468141206.76911"
"INFO.KE","131","0.22","1468141206.76911"
"ME.KE","339","0.57","1468141206.76911"
"MOBI.KE","45","0.08","1468141206.76911"
"NE.KE","186","0.31","1468141206.76911"
"OR.KE","1800","3.03","1468141206.76911"
"AC.KE","801","1.35","1468148406.26112"
"GO.KE","369","0.62","1468148406.26112"
"SC.KE","621","1.05","1468148406.26112"
"CO.KE","55035","92.77","1468148406.26112"
"INFO.KE","131","0.22","1468148406.26112"
"ME.KE","339","0.57","1468148406.26112"
"MOBI.KE","45","0.08","1468148406.26112"
"NE.KE","186","0.31","1468148406.26112"
"OR.KE","1800","3.03","1468148406.26112"
"AC.KE","801","1.35","1468155606.64933"
"GO.KE","369","0.62","1468155606.64933"
"SC.KE","621","1.05","1468155606.64933"
"CO.KE","55037","92.77","1468155606.64933"
"INFO.KE","131","0.22","1468155606.64933"
"ME.KE","339","0.57","1468155606.64933"
"MOBI.KE","45","0.08","1468155606.64933"
"NE.KE","186","0.31","1468155606.64933"
"OR.KE","1800","3.03","1468155606.64933"
"AC.KE","801","1.35","1468162806.4945"
"GO.KE","369","0.62","1468162806.4945"
"SC.KE","621","1.05","1468162806.4945"
"CO.KE","55037","92.77","1468162806.4945"
"INFO.KE","131","0.22","1468162806.4945"
"ME.KE","339","0.57","1468162806.4945"
"MOBI.KE","45","0.08","1468162806.4945"
"NE.KE","186","0.31","1468162806.4945"
"OR.KE","1800","3.03","1468162806.4945"
"AC.KE","801","1.35","1468170006.70669"
"GO.KE","369","0.62","1468170006.70669"
"SC.KE","621","1.05","1468170006.70669"
"CO.KE","55041","92.77","1468170006.70669"
"INFO.KE","131","0.22","1468170006.70669"
"ME.KE","339","0.57","1468170006.70669"
"MOBI.KE","45","0.08","1468170006.70669"
"NE.KE","186","0.31","1468170006.70669"
"OR.KE","1800","3.03","1468170006.70669"
"AC.KE","801","1.35","1468177206.59874"
"GO.KE","369","0.62","1468177206.59874"
"SC.KE","621","1.05","1468177206.59874"
"CO.KE","55042","92.77","1468177206.59874"
"INFO.KE","131","0.22","1468177206.59874"
"ME.KE","339","0.57","1468177206.59874"
"MOBI.KE","45","0.08","1468177206.59874"
"NE.KE","186","0.31","1468177206.59874"
"OR.KE","1800","3.03","1468177206.59874"
"AC.KE","801","1.35","1468184406.47634"
"GO.KE","369","0.62","1468184406.47634"
"SC.KE","621","1.05","1468184406.47634"
"CO.KE","55044","92.77","1468184406.47634"
"INFO.KE","131","0.22","1468184406.47634"
"ME.KE","339","0.57","1468184406.47634"
"MOBI.KE","45","0.08","1468184406.47634"
"NE.KE","186","0.31","1468184406.47634"
"OR.KE","1800","3.03","1468184406.47634"
"AC.KE","801","1.35","1468191606.43653"
"GO.KE","369","0.62","1468191606.43653"
"SC.KE","621","1.05","1468191606.43653"
"CO.KE","55044","92.77","1468191606.43653"
"INFO.KE","131","0.22","1468191606.43653"
"ME.KE","339","0.57","1468191606.43653"
"MOBI.KE","45","0.08","1468191606.43653"
"NE.KE","186","0.31","1468191606.43653"
"OR.KE","1800","3.03","1468191606.43653"
"AC.KE","801","1.35","1468198805.90034"
"GO.KE","369","0.62","1468198805.90034"
"SC.KE","621","1.05","1468198805.90034"
"CO.KE","55046","92.77","1468198805.90034"
"INFO.KE","131","0.22","1468198805.90034"
"ME.KE","339","0.57","1468198805.90034"
"MOBI.KE","45","0.08","1468198805.90034"
"NE.KE","186","0.31","1468198805.90034"
"OR.KE","1800","3.03","1468198805.90034"
"AC.KE","801","1.35","1468206006.24693"
"GO.KE","369","0.62","1468206006.24693"
"SC.KE","621","1.05","1468206006.24693"
"CO.KE","54998","92.77","1468206006.24693"
"INFO.KE","131","0.22","1468206006.24693"
"ME.KE","339","0.57","1468206006.24693"
"MOBI.KE","45","0.08","1468206006.24693"
"NE.KE","186","0.31","1468206006.24693"
"OR.KE","1797","3.03","1468206006.24693"
"AC.KE","801","1.35","1468213206.6318"
"GO.KE","369","0.62","1468213206.6318"
"SC.KE","621","1.05","1468213206.6318"
"CO.KE","55006","92.77","1468213206.6318"
"INFO.KE","131","0.22","1468213206.6318"
"ME.KE","339","0.57","1468213206.6318"
"MOBI.KE","45","0.08","1468213206.6318"
"NE.KE","186","0.31","1468213206.6318"
"OR.KE","1797","3.03","1468213206.6318"
"AC.KE","801","1.35","1468220406.31644"
"GO.KE","369","0.62","1468220406.31644"
"SC.KE","621","1.05","1468220406.31644"
"CO.KE","55020","92.77","1468220406.31644"
"INFO.KE","131","0.22","1468220406.31644"
"ME.KE","339","0.57","1468220406.31644"
"MOBI.KE","45","0.08","1468220406.31644"
"NE.KE","186","0.31","1468220406.31644"
"OR.KE","1797","3.03","1468220406.31644"
"AC.KE","801","1.35","1468227606.92135"
"GO.KE","369","0.62","1468227606.92135"
"SC.KE","621","1.05","1468227606.92135"
"CO.KE","55033","92.77","1468227606.92135"
"INFO.KE","131","0.22","1468227606.92135"
"ME.KE","339","0.57","1468227606.92135"
"MOBI.KE","45","0.08","1468227606.92135"
"NE.KE","186","0.31","1468227606.92135"
"OR.KE","1797","3.03","1468227606.92135"
"AC.KE","801","1.35","1468234806.54083"
"GO.KE","369","0.62","1468234806.54083"
"SC.KE","621","1.05","1468234806.54083"
"CO.KE","55046","92.77","1468234806.54083"
"INFO.KE","131","0.22","1468234806.54083"
"ME.KE","339","0.57","1468234806.54083"
"MOBI.KE","45","0.08","1468234806.54083"
"NE.KE","186","0.31","1468234806.54083"
"OR.KE","1799","3.03","1468234806.54083"
"AC.KE","801","1.35","1468242007.29715"
"GO.KE","370","0.62","1468242007.29715"
"SC.KE","622","1.05","1468242007.29715"
"CO.KE","55054","92.77","1468242007.29715"
"INFO.KE","131","0.22","1468242007.29715"
"ME.KE","339","0.57","1468242007.29715"
"MOBI.KE","45","0.08","1468242007.29715"
"NE.KE","186","0.31","1468242007.29715"
"OR.KE","1799","3.03","1468242007.29715"
"AC.KE","801","1.35","1468249206.29487"
"GO.KE","370","0.62","1468249206.29487"
"SC.KE","622","1.05","1468249206.29487"
"CO.KE","55070","92.77","1468249206.29487"
"INFO.KE","131","0.22","1468249206.29487"
"ME.KE","339","0.57","1468249206.29487"
"MOBI.KE","45","0.08","1468249206.29487"
"NE.KE","186","0.31","1468249206.29487"
"OR.KE","1800","3.03","1468249206.29487"
"AC.KE","801","1.35","1468256406.78646"
"GO.KE","370","0.62","1468256406.78646"
"SC.KE","622","1.05","1468256406.78646"
"CO.KE","55074","92.77","1468256406.78646"
"INFO.KE","131","0.22","1468256406.78646"
"ME.KE","339","0.57","1468256406.78646"
"MOBI.KE","45","0.08","1468256406.78646"
"NE.KE","186","0.31","1468256406.78646"
"OR.KE","1800","3.03","1468256406.78646"
"AC.KE","801","1.35","1468263606.74239"
"GO.KE","370","0.62","1468263606.74239"
"SC.KE","622","1.05","1468263606.74239"
"CO.KE","55083","92.77","1468263606.74239"
"INFO.KE","131","0.22","1468263606.74239"
"ME.KE","339","0.57","1468263606.74239"
"MOBI.KE","45","0.08","1468263606.74239"
"NE.KE","186","0.31","1468263606.74239"
"OR.KE","1800","3.03","1468263606.74239"
"AC.KE","801","1.35","1468270806.171"
"GO.KE","370","0.62","1468270806.171"
"SC.KE","622","1.05","1468270806.171"
"CO.KE","55084","92.77","1468270806.171"
"INFO.KE","131","0.22","1468270806.171"
"ME.KE","339","0.57","1468270806.171"
"MOBI.KE","45","0.08","1468270806.171"
"NE.KE","186","0.31","1468270806.171"
"OR.KE","1800","3.03","1468270806.171"
"AC.KE","801","1.35","1468278006.53068"
"GO.KE","370","0.62","1468278006.53068"
"SC.KE","622","1.05","1468278006.53068"
"CO.KE","55084","92.77","1468278006.53068"
"INFO.KE","131","0.22","1468278006.53068"
"ME.KE","339","0.57","1468278006.53068"
"MOBI.KE","45","0.08","1468278006.53068"
"NE.KE","186","0.31","1468278006.53068"
"OR.KE","1800","3.03","1468278006.53068"
"AC.KE","801","1.35","1468285207.30958"
"GO.KE","370","0.62","1468285207.30958"
"SC.KE","622","1.05","1468285207.30958"
"CO.KE","55086","92.77","1468285207.30958"
"INFO.KE","131","0.22","1468285207.30958"
"ME.KE","339","0.57","1468285207.30958"
"MOBI.KE","45","0.08","1468285207.30958"
"NE.KE","186","0.31","1468285207.30958"
"OR.KE","1800","3.03","1468285207.30958"
"AC.KE","801","1.35","1468292408.27943"
"GO.KE","370","0.62","1468292408.27943"
"SC.KE","622","1.05","1468292408.27943"
"CO.KE","55040","92.77","1468292408.27943"
"INFO.KE","131","0.22","1468292408.27943"
"ME.KE","338","0.57","1468292408.27943"
"MOBI.KE","45","0.08","1468292408.27943"
"NE.KE","186","0.31","1468292408.27943"
"OR.KE","1798","3.03","1468292408.27943"
"AC.KE","801","1.35","1468299606.50705"
"GO.KE","370","0.62","1468299606.50705"
"SC.KE","622","1.05","1468299606.50705"
"CO.KE","55041","92.77","1468299606.50705"
"INFO.KE","131","0.22","1468299606.50705"
"ME.KE","338","0.57","1468299606.50705"
"MOBI.KE","45","0.08","1468299606.50705"
"NE.KE","186","0.31","1468299606.50705"
"OR.KE","1798","3.03","1468299606.50705"
"AC.KE","801","1.35","1468314006.7781"
"GO.KE","370","0.62","1468314006.7781"
"SC.KE","622","1.05","1468314006.7781"
"CO.KE","55049","92.77","1468314006.7781"
"INFO.KE","131","0.22","1468314006.7781"
"ME.KE","338","0.57","1468314006.7781"
"MOBI.KE","45","0.08","1468314006.7781"
"NE.KE","186","0.31","1468314006.7781"
"OR.KE","1799","3.03","1468314006.7781"
"AC.KE","801","1.35","1468321206.78931"
"GO.KE","370","0.62","1468321206.78931"
"SC.KE","622","1.05","1468321206.78931"
"CO.KE","55074","92.77","1468321206.78931"
"INFO.KE","131","0.22","1468321206.78931"
"ME.KE","338","0.57","1468321206.78931"
"MOBI.KE","45","0.08","1468321206.78931"
"NE.KE","186","0.31","1468321206.78931"
"OR.KE","1799","3.03","1468321206.78931"
"AC.KE","801","1.35","1468328406.86574"
"GO.KE","370","0.62","1468328406.86574"
"SC.KE","623","1.05","1468328406.86574"
"CO.KE","55097","92.77","1468328406.86574"
"INFO.KE","131","0.22","1468328406.86574"
"ME.KE","339","0.57","1468328406.86574"
"MOBI.KE","45","0.08","1468328406.86574"
"NE.KE","186","0.31","1468328406.86574"
"OR.KE","1800","3.03","1468328406.86574"
"AC.KE","801","1.35","1468335607.09192"
"GO.KE","370","0.62","1468335607.09192"
"SC.KE","623","1.05","1468335607.09192"
"CO.KE","55116","92.77","1468335607.09192"
"INFO.KE","131","0.22","1468335607.09192"
"ME.KE","339","0.57","1468335607.09192"
"MOBI.KE","45","0.08","1468335607.09192"
"NE.KE","186","0.31","1468335607.09192"
"OR.KE","1801","3.03","1468335607.09192"
"AC.KE","801","1.35","1468342805.92199"
"GO.KE","370","0.62","1468342805.92199"
"SC.KE","623","1.05","1468342805.92199"
"CO.KE","55135","92.77","1468342805.92199"
"INFO.KE","131","0.22","1468342805.92199"
"ME.KE","339","0.57","1468342805.92199"
"MOBI.KE","45","0.08","1468342805.92199"
"NE.KE","186","0.31","1468342805.92199"
"OR.KE","1801","3.03","1468342805.92199"
"AC.KE","801","1.35","1468350005.75595"
"GO.KE","370","0.62","1468350005.75595"
"SC.KE","623","1.05","1468350005.75595"
"CO.KE","55139","92.77","1468350005.75595"
"INFO.KE","131","0.22","1468350005.75595"
"ME.KE","339","0.57","1468350005.75595"
"MOBI.KE","45","0.08","1468350005.75595"
"NE.KE","186","0.31","1468350005.75595"
"OR.KE","1801","3.03","1468350005.75595"
"AC.KE","801","1.35","1468357207.89521"
"GO.KE","370","0.62","1468357207.89521"
"SC.KE","623","1.05","1468357207.89521"
"CO.KE","55143","92.77","1468357207.89521"
"INFO.KE","131","0.22","1468357207.89521"
"ME.KE","339","0.57","1468357207.89521"
"MOBI.KE","45","0.08","1468357207.89521"
"NE.KE","186","0.31","1468357207.89521"
"OR.KE","1801","3.03","1468357207.89521"
"AC.KE","801","1.35","1468364406.67282"
"GO.KE","370","0.62","1468364406.67282"
"SC.KE","623","1.05","1468364406.67282"
"CO.KE","55144","92.77","1468364406.67282"
"INFO.KE","131","0.22","1468364406.67282"
"ME.KE","339","0.57","1468364406.67282"
"MOBI.KE","45","0.08","1468364406.67282"
"NE.KE","186","0.31","1468364406.67282"
"OR.KE","1801","3.03","1468364406.67282"
"AC.KE","801","1.35","1468371607.00703"
"GO.KE","370","0.62","1468371607.00703"
"SC.KE","623","1.05","1468371607.00703"
"CO.KE","55144","92.77","1468371607.00703"
"INFO.KE","131","0.22","1468371607.00703"
"ME.KE","339","0.57","1468371607.00703"
"MOBI.KE","46","0.08","1468371607.00703"
"NE.KE","186","0.31","1468371607.00703"
"OR.KE","1801","3.03","1468371607.00703"
"AC.KE","801","1.35","1468378806.24272"
"GO.KE","370","0.62","1468378806.24272"
"SC.KE","623","1.05","1468378806.24272"
"CO.KE","55102","92.77","1468378806.24272"
"INFO.KE","131","0.22","1468378806.24272"
"ME.KE","339","0.57","1468378806.24272"
"MOBI.KE","46","0.08","1468378806.24272"
"NE.KE","186","0.31","1468378806.24272"
"OR.KE","1801","3.03","1468378806.24272"
"AC.KE","801","1.35","1468386006.41554"
"GO.KE","370","0.62","1468386006.41554"
"SC.KE","623","1.05","1468386006.41554"
"CO.KE","55105","92.77","1468386006.41554"
"INFO.KE","131","0.22","1468386006.41554"
"ME.KE","339","0.57","1468386006.41554"
"MOBI.KE","46","0.08","1468386006.41554"
"NE.KE","186","0.31","1468386006.41554"
"OR.KE","1801","3.03","1468386006.41554"
"AC.KE","801","1.35","1468393206.30789"
"GO.KE","370","0.62","1468393206.30789"
"SC.KE","623","1.05","1468393206.30789"
"CO.KE","55116","92.77","1468393206.30789"
"INFO.KE","131","0.22","1468393206.30789"
"ME.KE","339","0.57","1468393206.30789"
"MOBI.KE","46","0.08","1468393206.30789"
"NE.KE","186","0.31","1468393206.30789"
"OR.KE","1801","3.03","1468393206.30789"
"AC.KE","801","1.35","1468400407.3655"
"GO.KE","370","0.62","1468400407.3655"
"SC.KE","623","1.05","1468400407.3655"
"CO.KE","55129","92.77","1468400407.3655"
"INFO.KE","131","0.22","1468400407.3655"
"ME.KE","339","0.57","1468400407.3655"
"MOBI.KE","46","0.08","1468400407.3655"
"NE.KE","186","0.31","1468400407.3655"
"OR.KE","1801","3.03","1468400407.3655"
"AC.KE","801","1.35","1468407606.48677"
"GO.KE","370","0.62","1468407606.48677"
"SC.KE","623","1.05","1468407606.48677"
"CO.KE","55148","92.77","1468407606.48677"
"INFO.KE","131","0.22","1468407606.48677"
"ME.KE","339","0.57","1468407606.48677"
"MOBI.KE","46","0.08","1468407606.48677"
"NE.KE","186","0.31","1468407606.48677"
"OR.KE","1802","3.03","1468407606.48677"
"AC.KE","801","1.35","1468414806.34681"
"GO.KE","370","0.62","1468414806.34681"
"SC.KE","625","1.05","1468414806.34681"
"CO.KE","55169","92.77","1468414806.34681"
"INFO.KE","131","0.22","1468414806.34681"
"ME.KE","339","0.57","1468414806.34681"
"MOBI.KE","46","0.08","1468414806.34681"
"NE.KE","187","0.31","1468414806.34681"
"OR.KE","1803","3.03","1468414806.34681"
"AC.KE","801","1.35","1468422006.41285"
"GO.KE","370","0.62","1468422006.41285"
"SC.KE","625","1.05","1468422006.41285"
"CO.KE","55180","92.77","1468422006.41285"
"INFO.KE","131","0.22","1468422006.41285"
"ME.KE","339","0.57","1468422006.41285"
"MOBI.KE","46","0.08","1468422006.41285"
"NE.KE","187","0.31","1468422006.41285"
"OR.KE","1804","3.03","1468422006.41285"
"AC.KE","801","1.35","1468429207.2042"
"GO.KE","370","0.62","1468429207.2042"
"SC.KE","625","1.05","1468429207.2042"
"CO.KE","55184","92.77","1468429207.2042"
"INFO.KE","131","0.22","1468429207.2042"
"ME.KE","339","0.57","1468429207.2042"
"MOBI.KE","46","0.08","1468429207.2042"
"NE.KE","187","0.31","1468429207.2042"
"OR.KE","1804","3.03","1468429207.2042"
"AC.KE","801","1.35","1468436406.79807"
"GO.KE","370","0.62","1468436406.79807"
"SC.KE","625","1.05","1468436406.79807"
"CO.KE","55194","92.77","1468436406.79807"
"INFO.KE","131","0.22","1468436406.79807"
"ME.KE","339","0.57","1468436406.79807"
"MOBI.KE","46","0.08","1468436406.79807"
"NE.KE","187","0.31","1468436406.79807"
"OR.KE","1804","3.03","1468436406.79807"
"AC.KE","801","1.35","1468443606.90625"
